task,model,status,train_accuracy,train_balanced_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,test_accuracy,test_balanced_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,test_precision_weighted,test_recall_weighted,test_f1_weighted,accuracy,balanced_accuracy,f1_macro,f1_weighted,metric_family,train_R2,train_RMSE,train_MAE,test_R2,test_RMSE,test_MAE,R2,RMSE,MAE,parameter,Pearson_r
parameter_recovery_all_models,Hybrid Type V: Neural-ODE learned residual dynamics,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.8379756598604047,0.09067842534712199,0.06738892280706722,-0.44638076278242256,0.29642601580366484,0.236645267127897,-0.44638076278242256,0.29642601580366484,0.236645267127897,cytotoxic_gain,0.2082713244061352
parameter_recovery_all_models,Hybrid Type V: Neural-ODE learned residual dynamics,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.8010277939739643,0.09621800459492438,0.07524817034405637,-0.2734486877807982,0.2489244642110867,0.20477829554087393,-0.2734486877807982,0.2489244642110867,0.20477829554087393,migration_gain,-0.015500185483085136
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.6685756531983262,0.12532463157479487,0.09219054748163708,-0.21629813895459749,0.2452679178675981,0.19502179908798112,-0.21629813895459749,0.2452679178675981,0.19502179908798112,barrier,0.0002304564872404706
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.6679851196784758,0.12549109084734403,0.09224909982666818,-0.21872121189228144,0.24649407875841498,0.19415081243944549,-0.21872121189228144,0.24649407875841498,0.19415081243944549,ecm_density,-0.014680245315770158
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7438765704637404,0.00975467278778625,0.007498471895828532,-0.5055816802688062,0.024059206585735744,0.01824070100828794,-0.5055816802688062,0.024059206585735744,0.01824070100828794,repair_rate,0.2745501383279043
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.5166235175372127,0.01633042452794761,0.012705734377326146,-0.23013903943247938,0.02530245832178516,0.0209647046160169,-0.23013903943247938,0.02530245832178516,0.0209647046160169,diffusion,0.019054598802738913
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7421289960350708,0.00784690511595356,0.00603586666978343,-0.7974304921292792,0.021017885387531094,0.016448547519610814,-0.7974304921292792,0.021017885387531094,0.016448547519610814,decay,0.3045938584792954
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.6329327033629275,0.005590175966106668,0.004241788887422652,-0.33034809215614613,0.010188221201685181,0.008132152862126724,-0.33034809215614613,0.010188221201685181,0.008132152862126724,injury_amp,-0.07574912060272192
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7171657359216763,0.004048744642415523,0.003194337162459001,-1.222928646211109,0.01254817319170259,0.010924134144914298,-1.222928646211109,0.01254817319170259,0.010924134144914298,persistent_injury,-0.07269258696964344
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7687967185758194,0.012660397109677429,0.009784697867112164,-0.4478349669290089,0.029111379696256393,0.022986034928255013,-0.4478349669290089,0.029111379696256393,0.022986034928255013,recruitment_rate,-0.21664815866698595
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7996964672066605,0.17438068141842447,0.13995781756769152,-0.5360510816958852,0.4631069476562406,0.35228518727350666,-0.5360510816958852,0.4631069476562406,0.35228518727350666,nfkb_gain,-0.09140091316410676
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.798183650581626,0.1573393867967248,0.12512062382762623,-1.1963353162365493,0.5055642380495463,0.41010416651974096,-1.1963353162365493,0.5055642380495463,0.41010416651974096,stat3_gain,0.054101229827099986
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7152378107526562,0.15763711239074227,0.1258293549545029,-0.36318541666212,0.35352321721060004,0.2719259266482711,-0.36318541666212,0.35352321721060004,0.2719259266482711,ifng_gain,-0.08888872588806072
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.7220802463084961,0.16620897328825107,0.12730703154926346,-1.2394628436469035,0.4916812251330423,0.37214785135098455,-1.2394628436469035,0.4916812251330423,0.37214785135098455,tgfb_gain,-0.04923230315802581
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.5306462100221643,0.20640874166155423,0.1595700010672933,-0.12318938257041911,0.35169585474919185,0.3032641009944243,-0.12318938257041911,0.35169585474919185,0.3032641009944243,exhaustion_gain,0.001741120602690359
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.6398411930682077,0.1351950711509015,0.10798606392545934,-0.2631232297419748,0.2770115385622501,0.21955627619159365,-0.2631232297419748,0.2770115385622501,0.21955627619159365,cytotoxic_gain,-0.1972534923554159
parameter_recovery_all_models,Hybrid Type IV: reduced state-space PINN,ok,,,,,,,,,,,,,,,,,,,,,FULL_parameter_recovery_all_models,0.5882050248829689,0.1384205785216321,0.1126231857649222,-0.27354789888497955,0.2489341605538628,0.2031945123658051,-0.27354789888497955,0.2489341605538628,0.2031945123658051,migration_gain,-0.074426331477883
regime_classification,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,0.42,0.41999999999999993,,,original_classification,,,,,,,,,,,
regime_classification,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,0.26,0.25999999999999995,,,original_classification,,,,,,,,,,,
regime_classification,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,0.48,0.4800000000000001,,,original_classification,,,,,,,,,,,
regime_classification,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,0.96,0.96,,,original_classification,,,,,,,,,,,
regime_classification,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,0.96,0.96,,,original_classification,,,,,,,,,,,
regime_classification,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,0.96,0.96,,,original_classification,,,,,,,,,,,
future_inflammatory_burden_prediction,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_future_burden,,,,,,,0.5492991861774896,0.07100540754564444,0.05770059500195213,,
future_inflammatory_burden_prediction,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_future_burden,,,,,,,0.3956755227478065,0.0822209226316559,0.0682863974175957,,
future_inflammatory_burden_prediction,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_future_burden,,,,,,,0.7136875034527688,0.05659361099321973,0.043665613330862385,,
future_inflammatory_burden_prediction,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_future_burden,,,,,,,0.996587127831814,0.006178844479036009,0.0035948851705458946,,
future_inflammatory_burden_prediction,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_future_burden,,,,,,,0.9963776882339862,0.006365612041747427,0.004096539680963396,,
future_inflammatory_burden_prediction,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_future_burden,,,,,,,0.9963776882339862,0.006365612041747442,0.004096539680963408,,
best_intervention_prediction,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,0.4,0.18181818181818182,,,original_best_intervention,,,,,,,,,,,
best_intervention_prediction,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,0.42,0.19090909090909092,,,original_best_intervention,,,,,,,,,,,
best_intervention_prediction,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,0.4,0.18181818181818182,,,original_best_intervention,,,,,,,,,,,
best_intervention_prediction,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,0.44,0.26147186147186147,,,original_best_intervention,,,,,,,,,,,
best_intervention_prediction,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,0.38,0.1831168831168831,,,original_best_intervention,,,,,,,,,,,
best_intervention_prediction,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,0.38,0.1831168831168831,,,original_best_intervention,,,,,,,,,,,
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.09171146312142198,0.23236711095851167,0.1955289864183267,barrier,0.04657419692033312
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.06379977356845035,0.23029486421090037,0.19524772140812993,ecm_density,0.08374499457942573
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.09304595281069661,0.018673330419239173,0.014791398702517049,repair_rate,0.3174253845672124
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.005265607989668908,0.02287315272855476,0.01875709094237886,diffusion,0.17235475833482689
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.2254256068374242,0.0137973135749842,0.011435992155485518,decay,0.5113069597894991
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.128739435918505,0.00938453091584568,0.007493930171504186,injury_amp,0.030286811054846513
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.059865018650795854,0.008664490345864717,0.007439721928113501,persistent_injury,-0.03250168532483677
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.035118794280734056,0.023765129312750728,0.019562281372651025,recruitment_rate,0.28504825190637273
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.21963326069504763,0.33008656063778646,0.2583763020831529,nfkb_gain,0.4749170140087905
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.18545428223463678,0.30788232375902186,0.2486922272139659,stat3_gain,0.43159893267685495
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.05100951951051913,0.29496562258659936,0.24326613191396362,ifng_gain,0.34869797013595477
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.16534488143756043,0.30016857603870084,0.24396753866858303,tgfb_gain,0.41414177525572876
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.041355916949748495,0.32491476915388656,0.2853777757391913,exhaustion_gain,0.2432841539398202
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.1233955914127427,0.26124101107761505,0.19683821722567704,cytotoxic_gain,0.12593626926321977
parameter_recovery,Pure ML: pseudo-bulk marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.14239657567255048,0.23576824038400493,0.19316278232608597,migration_gain,0.049496517955252936
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.06175180701845484,0.22915652484465404,0.18562327980210405,barrier,-0.057962015575378736
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.06393416071497438,0.230309410036663,0.18793060502073536,ecm_density,-0.05511830395187179
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.01741367395250193,0.01943634048731445,0.01578063553181251,repair_rate,0.1449930860040391
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.11143288704394783,0.024050673307785677,0.019100987254866756,diffusion,-0.2144432187908734
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.15574699781470702,0.01440453601738072,0.01219610164995025,decay,0.49171856463060365
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.1685977441098634,0.009548787790599696,0.007692814345836527,injury_amp,-0.22245924057966976
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.011675599579862528,0.008465222561203493,0.007262066077907225,persistent_injury,0.05591182708649518
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.0946795581557337,0.0230199524139265,0.01915840119166152,recruitment_rate,0.3124907490476114
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.0542842107593704,0.3633781312563163,0.2861445908828049,nfkb_gain,0.2468465030606229
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.02579112130006922,0.33670771304605157,0.27923421437871276,stat3_gain,0.21733906197732086
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.006098151180884526,0.30186462680994675,0.24293419896988022,ifng_gain,0.2182874515377634
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.07901917845495987,0.31530945054819004,0.2623592086678361,tgfb_gain,0.28177759877739067
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.017657351704042812,0.3347661533173524,0.29808779999472335,exhaustion_gain,0.09188263129129678
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.10801707644405711,0.25944674423508185,0.20239980015058656,cytotoxic_gain,0.02099467063260874
parameter_recovery,Pure ML: RNAseq-like gene features,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.11025048880211719,0.23242740981182874,0.19501668026224583,migration_gain,-0.042538059899049706
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.04660637168325876,0.22751624446034327,0.19132730187263478,barrier,0.08673995767602814
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.01916690029991397,0.22541196317002649,0.190385650206301,ecm_density,0.12606872993690527
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.23381985373024072,0.01716305473360643,0.01342075914515549,repair_rate,0.5197556551724117
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.07570057334508462,0.02193269297970754,0.01775956946472644,diffusion,0.2833774345679843
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.5351296940066331,0.010688798008314739,0.009025519120800412,decay,0.7694910756893528
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.11167498853955471,0.009313322402310325,0.00741937672722099,injury_amp,0.03958800676914563
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.09358477325074688,0.008012745322016413,0.006863068371097792,persistent_injury,0.30729790947572544
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.21601555835555963,0.021421850308638656,0.01826330178498559,recruitment_rate,0.47921042558515287
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.5308180818415981,0.2559464442271651,0.21608460458019113,nfkb_gain,0.7647596245730167
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.5567395086837346,0.22712060432145392,0.19105383543132973,stat3_gain,0.7849130567088114
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.18369764566519575,0.2735684436380901,0.22731349165747375,ifng_gain,0.5116537683133766
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.3455648862751757,0.265793888696922,0.2166158502360184,tgfb_gain,0.6118301523962211
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.08299856539325101,0.3177794158531343,0.2722204665195869,exhaustion_gain,0.30496502355829147
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.04198729041484861,0.2515974349737101,0.18986845333927183,cytotoxic_gain,0.2067133878875984
parameter_recovery,Pure ML: bulk + spatial marker modules,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,-0.05467765516533096,0.22653573949603617,0.18144149494275857,migration_gain,0.1450435027019406
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7791883616671418,0.1045037086803319,0.07781641558432335,barrier,0.8918906555137852
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7805183584676543,0.10460523174840287,0.0773871813830801,ecm_density,0.8919387524368879
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8670277732397024,0.007150058764862007,0.005941023874091436,repair_rate,0.9325331451178128
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.4099513956954951,0.017523849358891196,0.01411822090160792,diffusion,0.643117499345642
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9500021192694721,0.003505409546797973,0.0016970598024153203,decay,0.9813902289882005
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7593527105374416,0.0043331747839644745,0.0031641629255177673,injury_amp,0.8729190214636193
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8554522943011671,0.0031998037601916195,0.002380598886241484,persistent_injury,0.9270004221808421
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.42250540874472053,0.018385575081665603,0.013991687604285583,recruitment_rate,0.663425942113915
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9020428460453844,0.11694900913002802,0.09198672334318486,nfkb_gain,0.9504321424650716
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9974197745945333,0.01732829555963873,0.013122394912698681,stat3_gain,0.9987107492830115
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.777431166002296,0.1428475020836355,0.11318805107321453,ifng_gain,0.9005451749718654
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9898324693215041,0.033129847760497634,0.0176249159422348,tgfb_gain,0.996056255854311
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8041978993045586,0.14684170829842777,0.11848067909376933,exhaustion_gain,0.9052283973364462
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.6268602211832809,0.1505604046154531,0.11390051261927442,cytotoxic_gain,0.7951782199324131
parameter_recovery,Mechanistic virtual-cell summaries,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9956987891293463,0.014466791531917664,0.011306292739041646,migration_gain,0.9979218400731225
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7461952160664688,0.11203936147287248,0.08248413851852997,barrier,0.8796287240087115
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7472649537323497,0.11225017856858273,0.08414951411285962,ecm_density,0.8822554719127267
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8286543984150112,0.008116440714342945,0.006552682020921903,repair_rate,0.9105425244957233
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.40201669600555123,0.017641282177000672,0.014321053759901363,diffusion,0.63625622153988
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9388894911573217,0.0038754391030739253,0.002032778017575546,decay,0.9748861220078573
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.6648087693858341,0.005114015547113132,0.004041255994359996,injury_amp,0.8208014798319071
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8264761865735721,0.0035058819195705783,0.002704948466013625,persistent_injury,0.9100574762166872
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.44947613592055113,0.017951111022934244,0.013192172466242729,recruitment_rate,0.675616451515689
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8985402213247239,0.11902150088610138,0.09119616054583894,nfkb_gain,0.949005151343991
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9966426531884828,0.01976628833753219,0.015209491130646489,stat3_gain,0.9983364880501112
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7640687959270966,0.14707307313068654,0.1164297764605479,ifng_gain,0.8954825254481441
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9855030229870977,0.03955946591155601,0.019458446238460894,tgfb_gain,0.9941795056496936
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7829134717761308,0.15461698181881062,0.12599687635706783,exhaustion_gain,0.9020054191745287
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.5994874363278775,0.15598508371060552,0.11616844993364106,cytotoxic_gain,0.7783786095872935
parameter_recovery,Hybrid: RNAseq + marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9946579664137936,0.016122417488920654,0.012418474366257013,migration_gain,0.9974249057737257
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7461952160664688,0.11203936147287248,0.08248413851852997,barrier,0.8796287240087114
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7472649537323497,0.11225017856858273,0.08414951411285962,ecm_density,0.8822554719127266
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8286543984150112,0.008116440714342947,0.006552682020921904,repair_rate,0.9105425244957234
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.40201669600555145,0.01764128217700067,0.014321053759901363,diffusion,0.6362562215398804
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9388894911573217,0.0038754391030739236,0.0020327780175755433,decay,0.9748861220078571
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.6648087693858344,0.00511401554711313,0.004041255994359994,injury_amp,0.820801479831907
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.8264761865735721,0.0035058819195705787,0.002704948466013625,persistent_injury,0.910057476216687
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.44947613592055113,0.017951111022934244,0.013192172466242727,recruitment_rate,0.6756164515156892
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.898540221324724,0.11902150088610129,0.09119616054583889,nfkb_gain,0.9490051513439911
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.9966426531884828,0.019766288337532113,0.015209491130646409,stat3_gain,0.9983364880501111
parameter_recovery,Hybrid: marker modules + spatial + virtual-cell MM,,,,,,,,,,,,,,,,,,,,,,original_parameter_recovery,,,,,,,0.7640687959270966,0.14707307313068652,0.1164297764605478,ifng_gain,0.8954825254481442
